date_obs,ra,dec,expnum,exptime,band,ccd,mag,nite,objid,fakeid,date_added,obscode
2013/10/11 02:51:19,23:51:39.60,1:00:02.1,242743,90.0,z,55,21.4780006409,20131010,1949277,0,2016/2/21 02:18:07,807
2013/10/13 01:33:07,23:51:31.27,0:59:07.1,243479,90.0,z,12,21.4895992279,20131012,3485619,0,2016/2/21 02:18:07,807
2013/10/13 01:54:28,23:51:31.21,0:59:06.7,243489,90.0,i,12,21.8547000885,20131012,3568200,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:49:57.37,0:48:31.5,251772,90.0,r,40,22.4253005981,20131107,3824235,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:09:13.51,2:22:26.0,239653,90.0,r,42,22.0540008545,20130929,3196123,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:09:13.49,2:22:25.9,239654,90.0,i,42,21.6590003967,20130929,3374718,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:08:20.62,2:18:02.7,242744,90.0,z,48,21.4926986694,20131010,2061301,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:08:15.92,2:17:39.5,243110,90.0,i,19,21.7141990662,20131011,2469716,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:08:15.90,2:17:39.2,243113,90.0,z,19,21.5937995911,20131011,1997063,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:13:09.85,1:04:23.7,239660,90.0,i,52,21.4759998322,20130929,3303963,0,2016/2/21 02:18:07,807
2013/10/13 02:17:39,0:12:01.98,0:55:42.9,243500,90.0,z,8,21.3265991211,20131012,2696002,0,2016/2/21 02:18:07,807
2013/10/13 02:38:33,0:12:01.90,0:55:42.3,243510,90.0,i,8,21.6371994019,20131012,3567880,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:10:50.91,0:46:31.4,247507,90.0,r,34,22.0849990845,20131027,3822532,0,2016/2/21 02:18:07,807
2013/11/8 03:59:15,0:10:07.05,0:40:42.2,251801,90.0,i,9,21.7202987671,20131107,3788958,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:56:38.37,0:35:19.5,239651,90.0,r,36,22.1658992767,20130929,3197707,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:38.37,0:35:19.6,239652,90.0,i,36,21.6100997925,20130929,3399208,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:55:50.61,0:30:04.8,242745,90.0,z,35,21.195098877,20131010,1632863,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:54:45.18,0:22:46.9,247497,90.0,r,11,22.2752990723,20131027,3780877,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:56:02.64,1:02:55.8,239651,90.0,r,16,22.6283988953,20130929,3150081,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:02.64,1:02:55.7,239652,90.0,i,16,22.1624984741,20130929,3321285,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:55:25.24,0:58:50.0,242745,90.0,z,16,22.0433006287,20131010,1574705,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:55:18.82,0:58:07.5,243490,90.0,i,47,22.324798584,20131012,3534715,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:54:33.88,0:53:05.3,247481,90.0,r,62,22.7042007446,20131027,2648348,0,2016/2/21 02:18:07,807
2013/10/28 00:54:07,23:54:33.87,0:53:05.2,247483,90.0,i,62,21.9735984802,20131027,2626921,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:15:43.58,1:46:45.4,239660,90.0,i,29,22.2854003906,20130929,3256612,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:15:02.00,1:42:08.3,243110,90.0,i,50,22.2523002625,20131011,2519462,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:15:01.98,1:42:08.4,243113,90.0,z,50,21.6590995789,20131011,2059237,0,2016/2/21 02:18:07,807
2013/10/13 02:11:38,0:14:58.72,1:41:46.5,243497,90.0,z,58,21.9610996246,20131012,2681489,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:14:11.18,1:36:28.6,247507,90.0,r,7,22.6168994904,20131027,3800792,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:13:45.75,2:23:22.7,243110,90.0,i,23,23.3830986023,20131011,2478374,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:13:45.74,2:23:22.4,243113,90.0,z,23,22.5284004211,20131011,2003930,0,2016/2/21 02:18:07,807
2013/10/13 02:11:38,0:13:40.56,2:22:48.8,243497,90.0,z,34,22.072599411,20131012,2653791,0,2016/2/21 02:18:07,807
2013/10/28 01:34:59,0:12:25.83,2:14:33.8,247503,90.0,r,53,22.8322982788,20131027,3828704,0,2016/2/21 02:18:07,807
2013/11/8 03:07:15,0:11:39.42,2:09:21.9,251777,90.0,r,28,22.7589988708,20131107,3824198,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,23:59:05.44,1:50:25.6,239641,90.0,r,19,20.7243003845,20130929,3103016,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,23:59:05.44,1:50:25.6,239642,90.0,i,19,20.3292999268,20130929,3110891,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,23:58:09.81,1:44:09.8,242742,90.0,z,25,20.023399353,20131010,2044968,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,23:58:04.90,1:43:36.2,243111,90.0,i,47,20.3875007629,20131011,2442735,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,23:58:04.90,1:43:36.0,243112,90.0,z,47,19.9986000061,20131011,2511459,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:54:46.74,1:28:40.2,243094,90.0,i,18,20.7758998871,20131011,2214871,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:54:42.36,1:28:13.8,243471,90.0,z,27,20.300699234,20131012,3466804,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:54:42.23,1:28:13.0,243490,90.0,i,27,20.7395992279,20131012,3492151,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:53:39.15,1:21:47.6,247481,90.0,r,48,21.1933994293,20131027,2641095,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:53:01.00,1:17:50.6,251772,90.0,r,22,21.2990989685,20131107,3807016,0,2016/2/21 02:18:07,807
2013/9/11 06:55:18,0:06:51.80,-4:47:22.7,232834,90.0,r,23,22.2411994934,20130910,734893,0,2016/2/21 02:18:07,807
2013/10/4 05:25:03,0:05:06.45,-5:02:21.8,241142,90.0,r,45,22.1462993622,20131003,1567292,0,2016/2/21 02:18:07,807
2013/10/4 05:27:04,0:05:06.44,-5:02:22.0,241143,90.0,i,45,21.5506000519,20131003,1699015,0,2016/2/21 02:18:07,807
2013/10/13 03:15:20,0:04:26.77,-5:07:40.5,243527,90.0,z,45,21.5302009583,20131012,3740724,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:07:24.65,2:51:42.3,239653,90.0,r,21,20.6898002625,20130929,3157556,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:06:25.08,2:45:25.9,242744,90.0,z,27,19.9433994293,20131010,2017835,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:05:02.12,2:36:26.9,247499,90.0,r,5,20.8626995087,20131027,3776831,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:05:56.84,1:58:27.4,239653,90.0,r,56,21.8500995636,20130929,3234151,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:05:56.83,1:58:27.5,239654,90.0,i,56,21.3677997589,20130929,3418438,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:05:08.77,1:52:29.6,242742,90.0,z,24,20.9232997894,20131010,2044271,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:05:00.30,1:51:25.9,243514,90.0,i,13,21.4193992615,20131012,3660957,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:12:00.10,2:31:35.3,242744,90.0,z,38,22.5835990906,20131010,2040339,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:11:57.05,2:31:12.1,243113,90.0,z,16,22.2322006226,20131011,1991228,0,2016/2/21 02:18:07,807
2013/10/13 02:11:38,0:11:54.14,2:30:50.1,243497,90.0,z,26,22.3612995148,20131012,2647014,0,2016/2/21 02:18:07,807
2013/10/28 01:34:59,0:11:11.81,2:25:23.5,247503,90.0,r,47,23.1167984009,20131027,3820777,0,2016/2/21 02:18:07,807
2013/11/8 03:07:15,0:10:45.19,2:21:49.8,251777,90.0,r,21,22.7826004028,20131107,3817804,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:05:43.89,1:53:21.8,242744,90.0,z,56,21.089099884,20131010,2076473,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:05:32.61,1:52:31.7,243496,90.0,z,13,21.1894989014,20131012,2651116,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:05:32.47,1:52:30.8,243514,90.0,i,13,21.3315010071,20131012,3663089,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:04:13.02,1:46:43.1,247499,90.0,r,34,21.9356002808,20131027,3796765,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:58:25.81,0:20:08.7,242745,90.0,z,44,22.3094997406,20131010,1661463,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:58:21.51,0:19:40.9,243108,90.0,i,21,22.5872001648,20131011,2452583,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:58:21.51,0:19:41.0,243109,90.0,z,21,22.1908988953,20131011,2404135,0,2016/2/21 02:18:07,807
2013/10/13 01:35:10,23:58:17.46,0:19:14.6,243480,90.0,z,32,21.8325004578,20131012,3295567,0,2016/2/21 02:18:07,807
2013/10/28 01:45:05,23:57:18.07,0:12:49.0,247508,90.0,i,51,22.810798645,20131027,3665430,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:10:55.80,2:47:26.5,239653,90.0,r,30,21.7742996216,20130929,3172037,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:10:55.78,2:47:26.5,239654,90.0,i,30,21.1812992096,20130929,3335838,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:10:07.28,2:40:55.3,242744,90.0,z,30,20.6779994965,20131010,2020764,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:02.98,2:40:20.0,243110,90.0,i,9,21.0962982178,20131011,2453845,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:10:02.97,2:40:19.8,243113,90.0,z,9,20.8612995148,20131011,1973133,0,2016/2/21 02:18:07,807
2013/10/28 01:34:59,0:08:59.07,2:31:24.9,247503,90.0,r,39,21.7000007629,20131027,3808712,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:08:58.89,1:47:22.1,239654,90.0,i,62,22.3490982056,20130929,3432797,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:08:02.97,1:41:15.2,243110,90.0,i,45,22.4958992004,20131011,2513751,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:08:02.96,1:41:14.9,243113,90.0,z,45,22.0313987732,20131011,2051104,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:07:58.48,1:40:45.4,243514,90.0,i,21,22.7096996307,20131012,3673063,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:06:55.48,1:33:46.6,247499,90.0,r,42,23.0869998932,20131027,3804644,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:07:11.53,1:57:39.0,239653,90.0,r,57,21.9701004028,20130929,3236284,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:07:11.52,1:57:38.8,239654,90.0,i,57,21.4279994965,20130929,3421663,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:06:26.54,1:52:28.4,242744,90.0,z,56,21.1749992371,20131010,2076644,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:06:18.73,1:51:34.1,243496,90.0,z,14,21.1375999451,20131012,2650864,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:06:18.62,1:51:33.3,243514,90.0,i,14,21.579498291,20131012,3662174,0,2016/2/21 02:18:07,807
2013/9/30 03:08:02,23:51:40.99,1:20:20.6,239640,90.0,r,44,22.6005992889,20130929,3371360,0,2016/2/21 02:18:07,807
2013/9/30 03:14:27,23:51:40.96,1:20:20.6,239643,90.0,i,44,21.9749984741,20130929,3219334,0,2016/2/21 02:18:07,807
2013/10/11 02:51:19,23:50:46.26,1:16:17.7,242743,90.0,z,49,21.5486984253,20131010,1932965,0,2016/2/21 02:18:07,807
2013/10/13 01:33:07,23:50:36.93,1:15:36.4,243479,90.0,z,3,21.4189987183,20131012,3461547,0,2016/2/21 02:18:07,807
2013/10/13 01:54:28,23:50:36.87,1:15:36.2,243489,90.0,i,3,21.9832992554,20131012,3558850,0,2016/2/21 02:18:07,807
2013/10/28 01:00:14,23:49:30.79,1:10:46.8,247486,90.0,r,18,22.6016998291,20131027,3751716,0,2016/2/21 02:18:07,807
2013/10/28 01:02:14,23:49:30.79,1:10:46.8,247487,90.0,i,18,22.0447006226,20131027,3695786,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:10:48.86,3:10:52.6,239653,90.0,r,12,21.212600708,20130929,3141239,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:10:48.86,3:10:52.6,239654,90.0,i,12,20.7604999542,20130929,3275811,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:09:52.75,3:04:43.7,243113,90.0,z,1,20.6581001282,20131011,1955216,0,2016/2/21 02:18:07,807
2013/10/28 01:34:59,0:08:44.90,2:57:04.1,247503,90.0,r,25,21.3004989624,20131027,3789973,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:11:13.12,2:52:00.7,239653,90.0,r,24,22.3488006592,20130929,3165040,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:15.61,2:44:18.3,243110,90.0,i,9,22.7476005554,20131011,2453860,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:10:15.60,2:44:18.0,243113,90.0,z,9,22.1931991577,20131011,1973167,0,2016/2/21 02:18:07,807
2013/10/28 01:34:59,0:09:06.17,2:34:38.1,247503,90.0,r,39,23.5995998383,20131027,3808724,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:03:54.36,1:38:29.9,239642,90.0,i,30,21.0462989807,20130929,3117038,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:03:03.49,1:32:28.7,242742,90.0,z,36,20.804599762,20131010,2062708,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:02:54.83,1:31:26.6,243472,90.0,z,62,20.876499176,20131012,3359820,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:02:54.59,1:31:25.0,243508,90.0,i,62,21.2729988098,20131012,3766630,0,2016/2/21 02:18:07,807
2013/10/28 01:41:02,0:01:52.84,1:23:54.7,247506,90.0,r,12,21.697599411,20131027,3777939,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:54:17.72,0:44:34.6,239651,90.0,r,27,22.4025001526,20130929,3176875,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:54:17.71,0:44:34.6,239652,90.0,i,27,21.9340991974,20130929,3367275,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:53:23.71,0:40:02.1,243471,90.0,z,56,21.7182998657,20131012,3536238,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:53:23.60,0:40:01.7,243490,90.0,i,56,21.9230995178,20131012,3550272,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:52:27.62,0:35:22.3,247497,90.0,r,5,22.6151008606,20131027,3778064,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:05:06.84,1:23:59.8,239641,90.0,r,44,21.888999939,20130929,3107515,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:05:06.84,1:23:59.9,239642,90.0,i,44,21.3475990295,20130929,3120013,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:04:22.60,1:18:59.8,242742,90.0,z,44,21.0985984802,20131010,2079085,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:04:14.93,1:18:07.3,243496,90.0,z,32,21.0023002625,20131012,2668261,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:04:14.83,1:18:06.6,243514,90.0,i,32,21.5584983826,20131012,3683732,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:03:20.97,1:11:55.1,247499,90.0,r,51,21.9284000397,20131027,3810628,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:51:54.36,0:46:04.6,239652,90.0,i,25,22.7957992554,20130929,3357889,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:51:16.42,0:41:46.3,242745,90.0,z,25,22.2602996826,20131010,1606202,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:51:13.18,0:41:24.1,243094,90.0,i,47,22.6781005859,20131011,2270986,0,2016/2/21 02:18:07,807
2013/10/13 01:33:07,23:51:09.99,0:41:02.2,243479,90.0,z,23,22.177898407,20131012,3519551,0,2016/2/21 02:18:07,807
2013/10/13 01:54:28,23:51:09.94,0:41:01.7,243489,90.0,i,23,22.4864997864,20131012,3582590,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:57:13.66,1:26:04.4,243471,90.0,z,29,22.1049995422,20131012,3473896,0,2016/2/21 02:18:07,807
2013/10/28 00:54:07,23:56:10.87,1:20:26.0,247483,90.0,i,50,22.9001998901,20131027,2622284,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:55:32.84,1:17:04.2,251772,90.0,r,24,23.0722007751,20131107,3807616,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:51:42.31,0:52:51.7,239651,90.0,r,19,21.8525009155,20130929,3156359,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:51:42.30,0:52:51.8,239652,90.0,i,19,21.5756988525,20130929,3329698,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:50:48.62,0:47:38.4,243094,90.0,i,40,21.3269996643,20131011,2260752,0,2016/2/21 02:18:07,807
2013/10/13 01:33:07,23:50:44.46,0:47:13.9,243479,90.0,z,17,20.9096984863,20131012,3503097,0,2016/2/21 02:18:07,807
2013/10/13 01:54:28,23:50:44.41,0:47:13.6,243489,90.0,i,17,21.4762992859,20131012,3575212,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:57:27.46,1:21:33.9,239651,90.0,r,7,22.1322994232,20130929,3127910,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:57:27.44,1:21:33.6,239652,90.0,i,7,21.5009994507,20130929,3278071,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:56:34.74,1:16:51.3,243471,90.0,z,36,21.1478996277,20131012,3491266,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:56:34.62,1:16:50.7,243490,90.0,i,36,21.6683998108,20131012,3510978,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:55:40.16,1:11:58.3,247481,90.0,r,55,22.0566997528,20131027,2645055,0,2016/2/21 02:18:07,807
2013/10/28 00:54:07,23:55:40.16,1:11:58.3,247483,90.0,i,55,21.6513996124,20131027,2625201,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:55:06.84,1:09:02.4,251772,90.0,r,30,22.1403999329,20131107,3813768,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:54:20.17,1:23:32.4,239651,90.0,r,5,22.1830997467,20130929,3126237,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:54:20.16,1:23:32.2,239652,90.0,i,5,21.3945007324,20130929,3270414,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:53:30.97,1:17:59.3,242745,90.0,z,4,21.1898994446,20131010,1544184,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:53:26.75,1:17:30.5,243094,90.0,i,22,21.7254981995,20131011,2227064,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:53:22.66,1:17:02.4,243471,90.0,z,33,21.2964992523,20131012,3485088,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:53:22.54,1:17:01.6,243490,90.0,i,33,21.6931991577,20131012,3504530,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,23:58:20.51,2:40:11.1,243111,90.0,i,10,21.4264984131,20131011,2400671,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,23:58:20.51,2:40:11.1,243112,90.0,z,10,21.0612983704,20131011,2464555,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,23:58:15.86,2:39:39.8,243472,90.0,z,19,21.104598999,20131012,3230246,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,23:58:15.60,2:39:38.1,243508,90.0,i,19,21.4293994904,20131012,3709046,0,2016/2/21 02:18:07,807
2013/10/28 01:30:58,23:57:06.94,2:31:43.8,247501,90.0,r,40,22.0163002014,20131027,3787248,0,2016/2/21 02:18:07,807
2013/11/8 03:05:12,23:56:25.67,2:26:43.6,251776,90.0,r,14,21.8651008606,20131107,3778141,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:52:14.02,1:39:46.1,243094,90.0,i,10,22.353099823,20131011,2193840,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:52:10.23,1:39:20.2,243490,90.0,i,19,22.4323997498,20131012,3466594,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:51:17.48,1:33:10.6,247481,90.0,r,40,22.5382003784,20131027,2633124,0,2016/2/21 02:18:07,807
2013/9/30 03:14:27,23:51:30.21,1:25:50.3,239643,90.0,i,44,22.4342002869,20130929,3219175,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:50:32.26,1:17:25.5,243094,90.0,i,20,22.8238983154,20131011,2220671,0,2016/2/21 02:18:07,807
2013/10/13 01:33:07,23:50:27.79,1:16:45.6,243479,90.0,z,3,22.6448993683,20131012,3461534,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,23:58:51.86,2:15:17.5,239641,90.0,r,8,23.1545982361,20130929,3099895,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,23:58:51.85,2:15:17.6,239642,90.0,i,8,22.651599884,20130929,3109311,0,2016/2/21 02:18:07,807
2013/10/28 01:30:58,23:57:07.68,2:03:32.6,247501,90.0,r,56,23.3817996979,20131027,3798346,0,2016/2/21 02:18:07,807
2013/11/8 03:05:12,23:56:35.63,1:59:42.4,251776,90.0,r,33,23.4413986206,20131107,3783829,0,2016/2/21 02:18:07,807
2013/9/30 03:48:55,0:15:44.17,2:35:38.0,239659,90.0,r,3,22.2220993042,20130929,3122642,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:15:44.17,2:35:37.8,239660,90.0,i,3,21.8071994781,20130929,3182945,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:14:47.78,2:27:42.1,243110,90.0,i,18,21.7781982422,20131011,2469390,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:14:47.75,2:27:42.0,243113,90.0,z,18,21.6390991211,20131011,1995205,0,2016/2/21 02:18:07,807
2013/10/13 02:11:38,0:14:43.33,2:27:04.3,243497,90.0,z,28,22.9409999847,20131012,2649018,0,2016/2/21 02:18:07,807
2013/10/28 01:34:59,0:13:39.32,2:17:46.4,247503,90.0,r,54,22.1979999542,20131027,3829566,0,2016/2/21 02:18:07,807
2013/11/8 03:07:15,0:12:59.69,2:11:41.7,251777,90.0,r,29,22.5663986206,20131107,3824556,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:03:42.57,1:46:48.4,239641,90.0,r,30,22.6224994659,20130929,3103183,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:03:42.55,1:46:48.4,239642,90.0,i,30,22.3833007812,20130929,3117008,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:02:59.26,1:42:03.5,243472,90.0,z,58,21.7784996033,20131012,3351150,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:02:59.09,1:42:02.1,243508,90.0,i,58,22.4102993011,20131012,3763976,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:02:13.98,1:36:59.3,247499,90.0,r,39,23.0434989929,20131027,3801694,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:01:45.81,1:39:56.1,239641,90.0,r,28,22.7121009827,20130929,3104508,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:01:45.79,1:39:55.9,239642,90.0,i,28,22.2542991638,20130929,3114843,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,0:00:58.01,1:34:59.4,243112,90.0,z,55,22.0559997559,20131011,2519505,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:00:54.43,1:34:37.0,243472,90.0,z,60,21.799200058,20131012,3356623,0,2016/2/21 02:18:07,807
2013/11/8 03:05:12,23:59:28.69,1:25:32.8,251776,90.0,r,58,23.2364006042,20131107,3801025,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:04:04.07,1:41:21.5,239641,90.0,r,30,23.0597000122,20130929,3103210,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:04:04.07,1:41:21.3,239642,90.0,i,30,22.7189998627,20130929,3117053,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:03:22.61,1:36:48.6,243472,90.0,z,59,22.4431991577,20131012,3355091,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:03:22.44,1:36:47.6,243508,90.0,i,59,23.1714000702,20131012,3766097,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:02:39.08,1:31:57.4,247499,90.0,r,39,23.3857002258,20131027,3801753,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,23:58:53.23,2:19:03.6,243111,90.0,i,22,20.814699173,20131011,2407931,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,23:58:53.24,2:19:03.7,243112,90.0,z,22,20.4221000671,20131011,2479753,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,23:58:48.57,2:18:35.3,243472,90.0,z,33,20.4206008911,20131012,3268419,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,23:58:48.31,2:18:33.7,243508,90.0,i,33,20.8206996918,20131012,3730973,0,2016/2/21 02:18:07,807
2013/10/28 01:30:58,23:57:39.28,2:11:26.9,247501,90.0,r,52,21.2630996704,20131027,3796046,0,2016/2/21 02:18:07,807
2013/9/30 03:08:02,23:50:52.92,1:00:43.9,239640,90.0,r,55,22.5038986206,20130929,3403458,0,2016/2/21 02:18:07,807
2013/9/30 03:14:27,23:50:52.90,1:00:43.7,239643,90.0,i,55,22.1833000183,20130929,3267060,0,2016/2/21 02:18:07,807
2013/10/11 02:51:19,23:49:57.40,0:54:31.0,242743,90.0,z,58,21.6595001221,20131010,1958560,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:49:52.66,0:53:58.7,243094,90.0,i,40,22.2906990051,20131011,2260449,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:56:03.26,1:34:30.1,239651,90.0,r,3,22.6237983704,20130929,3122165,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:03.26,1:34:30.1,239652,90.0,i,3,22.5069007874,20130929,3265144,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:55:22.27,1:30:08.2,243094,90.0,i,18,22.5631999969,20131011,2217012,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:55:19.14,1:29:47.8,243471,90.0,z,28,22.1111984253,20131012,3471861,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:55:19.04,1:29:47.6,243490,90.0,i,28,22.2505989075,20131012,3492379,0,2016/2/21 02:18:07,807
