,objid,id,ra,dec,mag,designation,mpcRA,mpcDec,v,offsetRA,offsetDec,motion_ra,motion_dec,orbit,comment,distance
440,3800704,83317e84-9545-474b-90b3-0a6ca8cdacd1,23:50:45.86,1:27:40.7,22.5326004028,(160076) 2000 GS8        ,23 50 52.3 ,+01 26 51  ,19.7   ,1.6E   ,0.8S    , 3-    , 6+  , 11o  ,None needed at this time.,0.000526545120576
441,3800704,83317e84-9545-474b-90b3-0a6ca8cdacd1,23:50:45.86,1:27:40.7,22.5326004028,(292984) 2006 VK168      ,23 50 59.8 ,+01 30 14  ,20.7   ,3.5E   ,2.6N    ,12+    , 4+  ,  7o  ,None needed at this time.,0.00125672860301
442,3800704,83317e84-9545-474b-90b3-0a6ca8cdacd1,23:50:45.86,1:27:40.7,22.5326004028,(376471) 2012 JN20       ,23 50 30.1 ,+01 30 46  ,22.3   ,3.9W   ,3.1N    , 2-    , 5-  ,  8o  ,None needed at this time.,0.001455922289
443,2265720,845c87d1-879e-4a26-af79-aafbf6d5bd9e,23:55:12.04,0:49:59.7,23.1704998016,(375146) 2008 BD11       ,23 55 21.7 ,+00 50 17  ,20.9   ,2.4E   ,0.3N    ,26-    ,11-  ,  5o  ,None needed at this time.,0.000707410015685
444,2265720,845c87d1-879e-4a26-af79-aafbf6d5bd9e,23:55:12.04,0:49:59.7,23.1704998016,         2007 ET51       ,23 55 22.0 ,+00 46 06  ,22.6   ,2.5E   ,3.9S    ,25-    ,15-  , 39d  ,"Desirable between 2016 Feb. 25-Mar. 11.  ( 89.6,-17.7,21.6)",0.00134470647818
445,3544444,845c87d1-879e-4a26-af79-aafbf6d5bd9e,23:55:09.05,0:49:36.1,23.0742988586,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
446,2400671,84efda8c-e235-47cd-8669-bc9545858d0e,23:58:20.51,2:40:11.1,21.4264984131,(161796) 2006 VT34       ,23 58 20.6 ,+02 41 35  ,19.3   ,0.0E   ,1.4N    ,27-    ,15-  ,  9o  ,None needed at this time.,0.000406811216013
447,2464555,84efda8c-e235-47cd-8669-bc9545858d0e,23:58:20.51,2:40:11.1,21.0612983704,(161796) 2006 VT34       ,23 58 20.6 ,+02 41 34  ,19.3   ,0.0E   ,1.4N    ,27-    ,15-  ,  9o  ,None needed at this time.,0.000401963712743
448,3778141,84efda8c-e235-47cd-8669-bc9545858d0e,23:56:25.67,2:26:43.6,21.8651008606,(179713) 2002 RJ59       ,23 56 18.7 ,+02 25 10  ,20.7   ,1.7W   ,1.6S    ,15+    , 1-  ,  7o  ,None needed at this time.,0.000679984210411
449,3165040,864dda72-054f-42f5-9936-212e18f1fdf0,0:11:13.12,2:52:00.7,22.3488006592,   (832) Karin           ,00 11 13.6 ,+02 52 06  ,14.6   ,0.1E   ,0.1N    ,30-    ,13-  , 34o  ,None needed at this time.,4.33088888099e-05
450,3165040,864dda72-054f-42f5-9936-212e18f1fdf0,0:11:13.12,2:52:00.7,22.3488006592, (42337) 2001 YK16       ,00 11 15.2 ,+02 52 15  ,19.2   ,0.5E   ,0.2N    ,32-    ,13-  , 14o  ,None needed at this time.,0.000166220513675
451,3165040,864dda72-054f-42f5-9936-212e18f1fdf0,0:11:13.12,2:52:00.7,22.3488006592,(147918) Chiayi          ,00 11 22.6 ,+02 55 05  ,19.8   ,2.4E   ,3.1N    ,40-    ,10-  ,  7o  ,None needed at this time.,0.00112802130716
452,2453860,864dda72-054f-42f5-9936-212e18f1fdf0,0:10:15.61,2:44:18.3,22.7476005554, (58234) 1993 FY50       ,00 10 32.6 ,+02 43 00  ,18.9   ,4.2E   ,1.3S    ,25-    ,12-  , 15o  ,None needed at this time.,0.00129121035539
453,1973167,864dda72-054f-42f5-9936-212e18f1fdf0,0:10:15.60,2:44:18.0,22.1931991577, (58234) 1993 FY50       ,00 10 32.4 ,+02 42 58  ,18.9   ,4.2E   ,1.3S    ,25-    ,12-  , 15o  ,None needed at this time.,0.00128049773777
454,3808724,864dda72-054f-42f5-9936-212e18f1fdf0,0:09:06.17,2:34:38.1,23.5995998383,(132885) 2002 RK149      ,00 08 59.2 ,+02 32 54  ,19.7   ,1.7W   ,1.7S    ,16-    , 0-  , 12o  ,None needed at this time.,0.000714926082738
455,3808724,864dda72-054f-42f5-9936-212e18f1fdf0,0:09:06.17,2:34:38.1,23.5995998383,         2011 BL36       ,00 09 06.4 ,+02 37 31  ,22.1   ,0.1E   ,2.9N    ,12-    , 6-  ,  4o  ,"Desirable between 2016 Feb. 25-Mar. 26.  At the first date, object will be within 60 deg of the sun.",0.00083840936811
456,3104895,8a4729d8-3d64-470b-bd7f-0b0d9b3b3e93,0:05:01.20,1:35:54.6,21.5042991638,         2013 TF79       ,00 04 59.4 ,+01 36 47  ,20.3   ,0.5W   ,0.9N    ,31-    , 8-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 82.9,-23.6,24.6)",0.000285760038903
457,3104895,8a4729d8-3d64-470b-bd7f-0b0d9b3b3e93,0:05:01.20,1:35:54.6,21.5042991638,         2011 EJ82       ,00 04 44.8 ,+01 36 51  ,21.1   ,4.1W   ,0.9N    ,37-    , 4-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 85.1,-32.6,22.5)",0.0012231283846
458,3116660,8a4729d8-3d64-470b-bd7f-0b0d9b3b3e93,0:05:01.20,1:35:54.6,21.061000824,         2013 TF79       ,00 04 59.3 ,+01 36 46  ,20.3   ,0.5W   ,0.9N    ,31-    , 8-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 82.9,-23.6,24.6)",0.000284910951164
459,3116660,8a4729d8-3d64-470b-bd7f-0b0d9b3b3e93,0:05:01.20,1:35:54.6,21.061000824,         2011 EJ82       ,00 04 44.8 ,+01 36 51  ,21.1   ,4.1W   ,0.9N    ,37-    , 4-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 85.1,-32.6,22.5)",0.0012231283846
460,3805906,8a4729d8-3d64-470b-bd7f-0b0d9b3b3e93,0:02:31.21,1:26:54.1,21.6581993103,(195929) 2002 RZ110      ,00 02 25.7 ,+01 22 43  ,20.2   ,1.4W   ,4.2S    , 7-    ,12-  , 14o  ,None needed at this time.,0.00128157885514
461,3777978,8a4729d8-3d64-470b-bd7f-0b0d9b3b3e93,0:02:31.16,1:26:53.9,21.6143989563,(195929) 2002 RZ110      ,00 02 25.5 ,+01 22 39  ,20.2   ,1.4W   ,4.2S    , 7-    ,12-  , 14o  ,None needed at this time.,0.00130249539313
462,3649963,8a4729d8-3d64-470b-bd7f-0b0d9b3b3e93,0:02:31.15,1:26:54.0,21.262298584,(195929) 2002 RZ110      ,00 02 25.4 ,+01 22 38  ,20.2   ,1.4W   ,4.3S    , 7-    ,12-  , 14o  ,None needed at this time.,0.00130963009185
463,991103,8bd11e61-25b8-4e49-9570-f2c901b2cbf5,0:06:19.69,-0:11:00.6,22.2000007629,(373366) 2012 KD49       ,00 06 22.0 ,-00 15 51  ,20.9   ,0.6E   ,4.8S    ,28-    ,12-  ,  7o  ,None needed at this time.,0.00141788536552
464,3497028,8bd11e61-25b8-4e49-9570-f2c901b2cbf5,0:05:31.15,-0:17:03.7,21.2477989197, (48563) 1994 AP5        ,00 05 33.0 ,-00 12 10  ,19.2   ,0.5E   ,4.9N    ,23-    , 8-  , 14o  ,None needed at this time.,0.00143023929549
465,3799597,8bd11e61-25b8-4e49-9570-f2c901b2cbf5,0:04:09.14,-0:27:23.3,22.6468009949,         2006 RU70       ,00 04 19.5 ,-00 28 13  ,22.4   ,2.6E   ,0.8S    , 2+    , 2-  , 11d  ,Leave for survey recovery.,0.000790969775032
466,1574705,9118d5a7-37f8-49b2-a25f-46b791ed300e,23:55:25.24,0:58:50.0,22.0433006287,(376154) 2011 BQ72       ,23 55 30.1 ,+01 00 57  ,21.2   ,1.2E   ,2.1N    ,24-    ,19-  ,  5o  ,None needed at this time.,0.000709913535439
467,1574705,9118d5a7-37f8-49b2-a25f-46b791ed300e,23:55:25.24,0:58:50.0,22.0433006287,         2015 DN12       ,23 55 42.7 ,+00 59 18  ,21.8   ,4.4E   ,0.5N    ,25-    ,10-  ,   o  ,Leave for survey recovery.,0.00127677652886
468,2648348,9118d5a7-37f8-49b2-a25f-46b791ed300e,23:54:33.88,0:53:05.3,22.7042007446,(229192) 2004 TN256      ,23 54 44.6 ,+00 54 43  ,21.0   ,2.7E   ,1.6N    ,12-    , 2-  , 10o  ,None needed at this time.,0.000912114461838
469,2626921,9118d5a7-37f8-49b2-a25f-46b791ed300e,23:54:33.87,0:53:05.2,21.9735984802,(229192) 2004 TN256      ,23 54 44.6 ,+00 54 42  ,21.0   ,2.7E   ,1.6N    ,12-    , 2-  , 10o  ,None needed at this time.,0.000910479266933
470,3807016,91fdcdfe-d622-49fb-92f0-103f71b02a5e,23:53:01.00,1:17:50.6,21.2990989685,         2015 AU106      ,23 52 46.4 ,+01 15 46  ,23.0   ,3.6W   ,2.1S    , 0-    , 1-  ,   o  ,Leave for survey recovery.,0.00122132854189
471,2227064,929fb81c-dc2d-46c6-b10c-c56e6dfaadff,23:53:26.75,1:17:30.5,21.7254981995,         2011 EJ82       ,23 53 33.6 ,+01 17 34  ,21.5   ,1.7E   ,0.1N    ,31-    , 2-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 85.1,-32.6,22.5)",0.000498308345711
472,2227064,929fb81c-dc2d-46c6-b10c-c56e6dfaadff,23:53:26.75,1:17:30.5,21.7254981995,(178080) 2006 SL152      ,23 53 24.5 ,+01 20 26  ,21.1   ,0.6W   ,2.9N    ,28-    ,11-  , 12o  ,None needed at this time.,0.000866430161554
473,3485088,929fb81c-dc2d-46c6-b10c-c56e6dfaadff,23:53:22.66,1:17:02.4,21.2964992523,(176116) 2001 DY61       ,23 53 20.9 ,+01 16 25  ,21.0   ,0.4W   ,0.6S    ,28-    ,10-  ,  8o  ,None needed at this time.,0.00022192463901
474,3504530,929fb81c-dc2d-46c6-b10c-c56e6dfaadff,23:53:22.54,1:17:01.6,21.6931991577,(176116) 2001 DY61       ,23 53 19.5 ,+01 16 17  ,21.0   ,0.7W   ,0.7S    ,28-    ,10-  ,  8o  ,None needed at this time.,0.000309198882361
475,1697695,930c436d-657f-41ca-9891-f2a6ef58715b,23:56:57.78,-0:11:06.2,19.8899002075, (48008) 2001 BX67       ,23 57 05.2 ,-00 09 40  ,19.4   ,1.8E   ,1.4N    ,32-    , 9-  , 14o  ,None needed at this time.,0.000682503625337
476,2420342,930c436d-657f-41ca-9891-f2a6ef58715b,23:56:52.64,-0:11:37.4,19.9333992004,(278269) 2007 FD34       ,23 57 06.5 ,-00 14 06  ,22.0   ,3.5E   ,2.5S    ,28-    ,10-  ,  6o  ,None needed at this time.,0.00123892201711
477,3600283,930c436d-657f-41ca-9891-f2a6ef58715b,23:56:47.76,-0:12:06.9,19.9832000732,(313435) 2002 RC3        ,23 56 54.0 ,-00 09 49  ,18.9   ,1.6E   ,2.3N    ,30-    , 0+  ,  9o  ,None needed at this time.,0.000808015569471
478,3804247,930c436d-657f-41ca-9891-f2a6ef58715b,23:55:37.38,-0:19:09.9,20.7978992462,(270851) 2002 TC33       ,23 55 24.5 ,-00 21 42  ,20.4   ,3.2W   ,2.5S    ,11-    , 0-  , 11o  ,None needed at this time.,0.00119208309962
479,3804247,930c436d-657f-41ca-9891-f2a6ef58715b,23:55:37.38,-0:19:09.9,20.7978992462,         2015 FH1        ,23 55 53.8 ,-00 19 47  ,21.4   ,4.1E   ,0.6S    ,21-    , 3+  ,  8d  ,Leave for survey recovery.,0.00120754770571
480,3795614,930c436d-657f-41ca-9891-f2a6ef58715b,23:54:55.18,-0:23:19.5,20.8502998352,(259781) 2004 BY36       ,23 54 42.7 ,-00 21 08  ,21.4   ,3.1W   ,2.2N    , 1+    , 2+  ,  9o  ,None needed at this time.,0.00110909671569
481,3795614,930c436d-657f-41ca-9891-f2a6ef58715b,23:54:55.18,-0:23:19.5,20.8502998352,(191113) 2002 EY73       ,23 55 10.1 ,-00 21 49  ,20.4   ,3.7E   ,1.5N    , 1+    ,11-  , 10o  ,None needed at this time.,0.00117034595159
482,3795614,930c436d-657f-41ca-9891-f2a6ef58715b,23:54:55.18,-0:23:19.5,20.8502998352,(104548) 2000 GS62       ,23 55 02.4 ,-00 19 08  ,20.6   ,1.8E   ,4.2N    , 2-    , 1-  , 13o  ,None needed at this time.,0.00132754602548
483,3795614,930c436d-657f-41ca-9891-f2a6ef58715b,23:54:55.18,-0:23:19.5,20.8502998352,(279946) 2001 SO136      ,23 54 37.5 ,-00 21 48  ,21.2   ,4.4W   ,1.5N    , 0+    ,12-  ,  8o  ,None needed at this time.,0.00136007528462
484,3101276,93779691-b075-4563-8972-d2cbfab04b5a,23:58:44.32,1:58:52.6,22.8194999695,  (4646) Kwee            ,23 58 28.6 ,+01 57 39  ,16.3   ,3.9W   ,1.2S    ,33-    ,11-  , 21o  ,None needed at this time.,0.00119693834382
485,3112624,93779691-b075-4563-8972-d2cbfab04b5a,23:58:44.31,1:58:52.6,21.4945983887,  (4646) Kwee            ,23 58 28.6 ,+01 57 39  ,16.3   ,3.9W   ,1.2S    ,33-    ,11-  , 21o  ,None needed at this time.,0.00119624461996
486,2432005,93779691-b075-4563-8972-d2cbfab04b5a,23:57:58.40,1:52:58.1,21.6231994629,(281934) 2011 FG138      ,23 58 09.0 ,+01 54 54  ,20.6   ,2.7E   ,1.9N    ,23-    , 8-  , 10o  ,None needed at this time.,0.000953568872906
487,2505184,93779691-b075-4563-8972-d2cbfab04b5a,23:57:58.39,1:52:58.0,21.3826999664,(281934) 2011 FG138      ,23 58 09.0 ,+01 54 53  ,20.6   ,2.6E   ,1.9N    ,23-    , 8-  , 10o  ,None needed at this time.,0.000951593244831
488,2630765,93779691-b075-4563-8972-d2cbfab04b5a,23:57:04.08,1:45:40.6,22.3847007751,(290572) 2005 UP124      ,23 57 12.5 ,+01 43 12  ,21.6   ,2.1E   ,2.5S    , 7-    , 3-  ,  8o  ,None needed at this time.,0.00094531123607
489,2630765,93779691-b075-4563-8972-d2cbfab04b5a,23:57:04.08,1:45:40.6,22.3847007751,(227566) 2005 YQ199      ,23 56 56.2 ,+01 48 33  ,20.7   ,2.0W   ,2.9N    , 7-    , 3-  , 10o  ,None needed at this time.,0.00101324249986
490,2630765,93779691-b075-4563-8972-d2cbfab04b5a,23:57:04.08,1:45:40.6,22.3847007751,(219709) 2001 XX49       ,23 57 19.8 ,+01 45 48  ,19.8   ,3.9E   ,0.1N    , 4-    , 4-  ,  9o  ,None needed at this time.,0.00114321301179
491,2179952,93f1b8fa-700c-4889-a683-1c17f3da82c2,23:50:07.84,1:51:34.6,23.0242996216,(110149) 2001 SP155      ,23 49 54.1 ,+01 54 27  ,19.3   ,3.4W   ,2.9N    ,26-    ,14-  ,  9o  ,None needed at this time.,0.00130227378681
492,2621479,93f1b8fa-700c-4889-a683-1c17f3da82c2,23:49:24.95,1:46:47.4,23.1487007141,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
493,2665810,949eb149-a1c8-4a88-a836-488426cc863e,0:11:00.27,1:30:46.8,21.0164985657,(137360) 1999 TF114      ,00 11 12.2 ,+01 34 10  ,18.2   ,3.0E   ,3.4N    ,35-    , 3-  ,  9o  ,None needed at this time.,0.00131249526127
494,3683026,949eb149-a1c8-4a88-a836-488426cc863e,0:11:00.14,1:30:46.0,21.3709983826,(137360) 1999 TF114      ,00 11 10.7 ,+01 34 08  ,18.2   ,2.6E   ,3.4N    ,35-    , 3-  ,  9o  ,None needed at this time.,0.00124434225885
495,3801674,949eb149-a1c8-4a88-a836-488426cc863e,0:09:56.28,1:23:49.2,21.6807994843,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
496,2529051,963b423e-fe06-4d81-ab6a-cf8ac56b2506,0:11:30.28,1:24:57.8,22.3968009949,         2013 TJ16       ,00 11 36.1 ,+01 26 50  ,20.9   ,1.5E   ,1.9N    ,28-    , 4-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (143.6,-04.1,21.4)",0.00068914133155
497,2529051,963b423e-fe06-4d81-ab6a-cf8ac56b2506,0:11:30.28,1:24:57.8,22.3968009949,(200072) 2132 T-2        ,00 11 35.6 ,+01 21 51  ,19.4   ,1.3E   ,3.1S    ,22-    ,20-  , 14o  ,None needed at this time.,0.000984763065067
498,2529051,963b423e-fe06-4d81-ab6a-cf8ac56b2506,0:11:30.28,1:24:57.8,22.3968009949,         2015 AA278      ,00 11 21.9 ,+01 20 32  ,21.9   ,2.1W   ,4.4S    ,26-    ,15-  , 35d  ,"Desirable between 2016 Feb. 25-Mar. 11.  ( 90.9,-18.4,23.5)",0.00142539324095
499,2080075,963b423e-fe06-4d81-ab6a-cf8ac56b2506,0:11:30.25,1:24:57.8,21.9558982849,         2013 TJ16       ,00 11 35.9 ,+01 26 49  ,20.9   ,1.4E   ,1.9N    ,28-    , 4-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (143.6,-04.1,21.4)",0.000677760505533
500,2080075,963b423e-fe06-4d81-ab6a-cf8ac56b2506,0:11:30.25,1:24:57.8,21.9558982849,(200072) 2132 T-2        ,00 11 35.5 ,+01 21 49  ,19.4   ,1.3E   ,3.2S    ,22-    ,20-  , 14o  ,None needed at this time.,0.000991717802982
501,2080075,963b423e-fe06-4d81-ab6a-cf8ac56b2506,0:11:30.25,1:24:57.8,21.9558982849,         2015 AA278      ,00 11 21.7 ,+01 20 31  ,21.9   ,2.1W   ,4.5S    ,26-    ,15-  , 35d  ,"Desirable between 2016 Feb. 25-Mar. 11.  ( 90.9,-18.4,23.5)",0.00143508759285
502,2080075,963b423e-fe06-4d81-ab6a-cf8ac56b2506,0:11:30.25,1:24:57.8,21.9558982849,(376084) Annettepeter    ,00 11 49.8 ,+01 26 00  ,20.0   ,4.9E   ,1.0N    ,34-    , 5-  ,  6o  ,None needed at this time.,0.0014529150341
503,3801939,963b423e-fe06-4d81-ab6a-cf8ac56b2506,0:10:34.07,1:18:51.5,22.8138008118,(241702) 2000 SQ231      ,00 10 18.8 ,+01 19 58  ,19.9   ,3.8W   ,1.1N    ,29-    ,14+  ,  8o  ,None needed at this time.,0.00115603577126
504,3403458,97dd39c9-87e1-471d-a99f-a08472ccf638,23:50:52.92,1:00:43.9,22.5038986206, (49302) 1998 VW7        ,23 50 43.3 ,+00 57 52  ,18.5   ,2.4W   ,2.9S    ,36-    ,11-  , 14o  ,None needed at this time.,0.00108803579366
505,3403458,97dd39c9-87e1-471d-a99f-a08472ccf638,23:50:52.92,1:00:43.9,22.5038986206,         2006 BD207      ,23 50 44.4 ,+00 57 34  ,21.4   ,2.1W   ,3.2S    ,29-    ,13-  ,  6o  ,"Very desirable between 2016 Mar. 11-Apr. 10.  (173.9,-00.4,21.3)",0.00110968349032
506,3267060,97dd39c9-87e1-471d-a99f-a08472ccf638,23:50:52.90,1:00:43.7,22.1833000183, (49302) 1998 VW7        ,23 50 43.1 ,+00 57 51  ,18.5   ,2.5W   ,2.9S    ,36-    ,11-  , 14o  ,None needed at this time.,0.00109944650119
507,3267060,97dd39c9-87e1-471d-a99f-a08472ccf638,23:50:52.90,1:00:43.7,22.1833000183,         2006 BD207      ,23 50 44.2 ,+00 57 33  ,21.4   ,2.2W   ,3.2S    ,29-    ,13-  ,  6o  ,"Very desirable between 2016 Mar. 11-Apr. 10.  (173.9,-00.4,21.3)",0.00112024171006
508,1958560,97dd39c9-87e1-471d-a99f-a08472ccf638,23:49:57.40,0:54:31.0,21.6595001221,         2015 DB83       ,23 49 49.5 ,+00 53 18  ,23.0   ,2.0W   ,1.2S    ,31-    , 8-  ,   o  ,Leave for survey recovery.,0.000674706633674
509,1958560,97dd39c9-87e1-471d-a99f-a08472ccf638,23:49:57.40,0:54:31.0,21.6595001221,         2013 RX46       ,23 49 51.8 ,+00 56 48  ,21.0   ,1.4W   ,2.3N    ,20-    ,15-  ,  9o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (101.8,-18.4,22.4)",0.000779075377046
510,2260449,97dd39c9-87e1-471d-a99f-a08472ccf638,23:49:52.66,0:53:58.7,22.2906990051, (13945) 1990 OH2        ,23 49 44.6 ,+00 51 22  ,17.4   ,2.0W   ,2.6S    ,23-    , 6-  , 19o  ,None needed at this time.,0.000959493532133
511,2260449,97dd39c9-87e1-471d-a99f-a08472ccf638,23:49:52.66,0:53:58.7,22.2906990051,  (1035) Amata           ,23 49 44.3 ,+00 57 14  ,14.1   ,2.1W   ,3.3N    ,29-    , 7+  , 29o  ,None needed at this time.,0.00112517657034
512,2198998,9b0a9e6d-7932-4a4c-bef2-2a46f1bbada3,23:55:01.24,1:38:38.8,22.976398468, (14964) Robertobacci    ,23 54 48.6 ,+01 38 48  ,18.6   ,3.2W   ,0.1N    ,21-    ,15-  , 17o  ,None needed at this time.,0.00091990968039
513,2438640,9b0a9e6d-7932-4a4c-bef2-2a46f1bbada3,23:55:01.15,1:38:38.4,22.7693996429, (14964) Robertobacci    ,23 54 47.7 ,+01 38 38  ,18.6   ,3.4W   ,0.0S    ,21-    ,15-  , 17o  ,None needed at this time.,0.000977710939774
514,3473503,9b0a9e6d-7932-4a4c-bef2-2a46f1bbada3,23:54:58.16,1:38:18.1,22.6919994354, (12825) 1997 AJ7        ,23 55 14.2 ,+01 40 55  ,19.4   ,4.0E   ,2.6N    ,30-    ,13-  , 15o  ,None needed at this time.,0.0013921615439
515,2619290,9b0a9e6d-7932-4a4c-bef2-2a46f1bbada3,23:54:15.37,1:33:21.0,22.9259986877,         2013 RA31       ,23 54 15.6 ,+01 36 57  ,21.5   ,0.1E   ,3.6N    ,22+    ,10+  , 21d  ,Leave for survey recovery.,0.00104733101667
516,3803239,9b0a9e6d-7932-4a4c-bef2-2a46f1bbada3,23:53:49.38,1:30:13.0,22.8910999298,(266107) 2006 ST207      ,23 53 50.0 ,+01 32 14  ,20.6   ,0.2E   ,2.0N    ,31+    , 9+  ,  7o  ,None needed at this time.,0.000588353494566
517,1640454,9eb058ac-3b5a-40b1-85e7-4f35c5b5b03b,23:57:15.92,0:32:58.1,22.1308994293,         2013 RM39       ,23 57 08.1 ,+00 32 52  ,21.4   ,2.0W   ,0.1S    ,30-    , 7-  ,  6o  ,"Very desirable between 2016 Mar. 5-Apr. 4.  (171.1,+13.2,20.4)",0.000569428858706
518,1640454,9eb058ac-3b5a-40b1-85e7-4f35c5b5b03b,23:57:15.92,0:32:58.1,22.1308994293, (11661) 1997 FK4        ,23 57 11.1 ,+00 30 45  ,17.2   ,1.2W   ,2.2S    ,32-    , 3-  , 13o  ,None needed at this time.,0.00073433591962
519,1640454,9eb058ac-3b5a-40b1-85e7-4f35c5b5b03b,23:57:15.92,0:32:58.1,22.1308994293,(213175) 2000 SX107      ,23 56 57.3 ,+00 31 55  ,19.1   ,4.6W   ,1.1S    ,26-    ,10-  ,  9o  ,None needed at this time.,0.0013881524794
520,2443496,9eb058ac-3b5a-40b1-85e7-4f35c5b5b03b,23:57:12.25,0:32:34.4,22.1683998108,         2007 EA136      ,23 57 04.3 ,+00 29 28  ,22.0   ,2.0W   ,3.1S    ,28-    ,10-  ,  5o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 88.9,-23.1,22.5)",0.00107279051344
521,2395935,9eb058ac-3b5a-40b1-85e7-4f35c5b5b03b,23:57:12.25,0:32:34.3,21.9326992035,         2007 EA136      ,23 57 04.2 ,+00 29 27  ,22.0   ,2.0W   ,3.1S    ,28-    ,10-  ,  5o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 88.9,-23.1,22.5)",0.00108039143502
522,3663325,9eb058ac-3b5a-40b1-85e7-4f35c5b5b03b,23:56:18.15,0:26:44.0,22.4384994507,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
523,2649018,a0615e7a-4539-4676-8cc5-202de856b8b9,0:14:43.33,2:27:04.3,22.9409999847, (41820) 2000 WT45       ,00 14 34.2 ,+02 24 36  ,18.6   ,2.3W   ,2.5S    ,26-    ,17-  , 13o  ,None needed at this time.,0.000978248529502
524,2649018,a0615e7a-4539-4676-8cc5-202de856b8b9,0:14:43.33,2:27:04.3,22.9409999847,(271727) 2004 RO246      ,00 14 45.8 ,+02 22 46  ,20.1   ,0.6E   ,4.3S    ,24-    ,16-  ,  8o  ,None needed at this time.,0.00126506790324
525,3829566,a0615e7a-4539-4676-8cc5-202de856b8b9,0:13:39.32,2:17:46.4,22.1979999542,(370582) 2003 UW317      ,00 13 50.6 ,+02 19 11  ,20.7   ,2.8E   ,1.4N    , 6-    ,15-  ,  5o  ,None needed at this time.,0.000916533454441
526,3824556,a0615e7a-4539-4676-8cc5-202de856b8b9,0:12:59.69,2:11:41.7,22.5663986206, (12216) 1981 WF9        ,00 13 09.8 ,+02 11 22  ,18.0   ,2.5E   ,0.3S    ,25+    , 1-  , 15o  ,None needed at this time.,0.000740863880758
527,3824556,a0615e7a-4539-4676-8cc5-202de856b8b9,0:12:59.69,2:11:41.7,22.5663986206, (50909) 2000 GG53       ,00 13 17.9 ,+02 13 04  ,19.5   ,4.6E   ,1.4N    , 7-    , 3-  , 19o  ,None needed at this time.,0.00138213253514
528,2696002,a08fd18f-27c4-4b5f-adef-90b804b1f73a,0:12:01.98,0:55:42.9,21.3265991211, (22617) Vidphananu      ,00 11 57.9 ,+00 56 38  ,19.6   ,1.0W   ,0.9N    ,28-    ,15-  , 15o  ,None needed at this time.,0.000399212495267
529,2696002,a08fd18f-27c4-4b5f-adef-90b804b1f73a,0:12:01.98,0:55:42.9,21.3265991211,         2016 AA47       ,00 12 03.9 ,+00 54 19  ,23.2   ,0.5E   ,1.4S    ,20-    , 7-  ,  9d  ,Leave for survey recovery.,0.000430050165144
530,3567880,a08fd18f-27c4-4b5f-adef-90b804b1f73a,0:12:01.90,0:55:42.3,21.6371994019, (22617) Vidphananu      ,00 11 57.2 ,+00 56 32  ,19.6   ,1.2W   ,0.8N    ,28-    ,15-  , 15o  ,None needed at this time.,0.000418150481488
531,3567880,a08fd18f-27c4-4b5f-adef-90b804b1f73a,0:12:01.90,0:55:42.3,21.6371994019,         2016 AA47       ,00 12 03.5 ,+00 54 16  ,23.2   ,0.4E   ,1.4S    ,20-    , 7-  ,  9d  ,Leave for survey recovery.,0.000434268121208
532,3567880,a08fd18f-27c4-4b5f-adef-90b804b1f73a,0:12:01.90,0:55:42.3,21.6371994019,         2013 SL57       ,00 12 20.7 ,+00 54 01  ,21.2   ,4.7E   ,1.7S    ,28-    , 0-  ,  9d  ,Leave for survey recovery.,0.00145254449051
533,3822532,a08fd18f-27c4-4b5f-adef-90b804b1f73a,0:10:50.91,0:46:31.4,22.0849990845, (12461) 1997 AM5        ,00 10 41.1 ,+00 43 54  ,18.5   ,2.5W   ,2.6S    ,18-    , 3-  , 17o  ,None needed at this time.,0.00104459221294
534,3788958,a08fd18f-27c4-4b5f-adef-90b804b1f73a,0:10:07.05,0:40:42.2,21.7202987671,(153904) 2001 XV232      ,00 09 59.7 ,+00 39 52  ,20.5   ,1.8W   ,0.8S    , 1+    , 6+  ,  8o  ,None needed at this time.,0.000587273952665
535,3788958,a08fd18f-27c4-4b5f-adef-90b804b1f73a,0:10:07.05,0:40:42.2,21.7202987671,         2008 RE145      ,00 09 58.4 ,+00 42 12  ,21.8   ,2.2W   ,1.5N    , 7-    , 0-  , 23d  ,Leave for survey recovery.,0.000764971693083
